id,text
504,"Garde-lui juste un paquet de cigarettes, ça ira très bien"
505,"Je vous présente mes excuses, d'accord?"
506,Tu devrais la rappeler pour t'excuser
507,Babou désolé mais il va falloir débaptiser ton chat
508,"Au contraire, c'est limpide, sois pas borné"
509,Mais ça va on peut passer à autre chose! Ecoute..
510,Je suis contre cette mode ridicule
511,Si vous pouviez arrêter de hurler maintenant...
512,Excuse-moi mais il faut être attardé mental pour pas comprendre qu'on ne peut pas appeler son fils Adolf!
513,"Ne fais pas cette tête-là, par pitié, tu sais très bien de quoi je parle"
514,"Claude Gatignol, premier Trombone de l'Orchestre Philharmonique de Radio France"
515,"Tu as du bol, c'est la même époque"
516,"Tu vas voir, il est très bon ce canapé"
517,"Je me demandais si tu la ferais, et tu l'as faite"
518,"T'es nul aussi en géo? Allez j'ai pitié, 18-05"
519,Mais ce que je comprends moins c'est ta réaction
520,Mais pourquoi tu ne m'en as pas parlé?
521,Je ne vois pas pourquoi mon fils s'appellerait Caravati-Larchet
522,qui a des poils sur les mains!
523,"Parce que moi, je ne lui ai jamais rien caché"
524,"On imagine bien ce que t’imagines, oui.."
525,Mais tu es avec qui alors?
526,"On ne m'a rien dit, Claude ne m'a rien dit.."
527,La pluie a commencé à tomber
528,"Je préfère original à anormal, oui"
529,"Et c'est pas fini, hein! Il y a Pétain, aussi, qui nous tue les Philippe; et Fidel, Saddam.."
530,"Pour qu'un secret existe, il faut être deux"
531,"C'est très exactement comme Adolphe, juste là pour qu'on s'en souvienne, pour marquer les esprits"
532,Mais ça ne nous dérange pas
533,C'est lui le père! Il fait exactement ce qu'il veut..
534,Les enfants sont couchés et j'aimerais en faire autant
535,"Il penche à droite, comme son père! Dis donc, toi, t'as appelé ta mère pour la prévenir?"
536,Au café Beaubourg en plus ?
537,Mais c'est souvent comme ça les beaux-pères
538,"Nous sommes deux adultes, Françoise et moi.."
539,Elle est empreinte d’une sorte de nostalgie indéfinissable qui la rend mystérieuse et fait l’admiration de son père
540,"Pas trop quand même, elle sentait de la bouche"
541,"Attends Babou, il peut quand même répondre à cette question"
542,"En fait, je vous fais marcher, c’est un garçon.."
543,"Elle n'a pas sonné pour ne pas réveiller les enfants, elle a escaladé la façade.."
544,La colère de Pierre vient de là
545,"Tu me donnes ta reconnaissance éternelle, alors?"
546,Tu trouves qu'il y a pas assez?
547,Ça nous a sauté aux yeux
548,On attend Anna ou on commence?
549,C'est moi qui lui ai refilé ton numéro
550,"....Comme quoi, la mère de mon enfant est vraiment une fille formidable.."
551,"Une bonne dizaine, c'est un minimum.."
552,"Saint Georges, qui en son temps, victime des persécutions antichrétiennes, fut ébouillanté, écartelé, puis broyé sous une roue.."
553,"Vous pouvez y aller, j'ai fait une assiette pour Anna"
554,"Incroyable que tu me dises ça, toi"
555,Tout le monde ne porte pas du velours côtelé au mois d'août
556,"On a hésité, mais finalement on s'était dit que c'était mieux de préserver une part de rêve.."
557,Pourquoi tu ris? Tu ne nous en crois pas capable?..
558,Tu peux continuer à m'appeler «ma pauvre fille» si tu veux
559,Pourquoi? Je ne comprends pas bien
560,Mais ils devront se passer de moi cet été
561,Quelqu'un qu'on a pas vu depuis longtemps ?
562,Il faut d’abord remonter la rue Hippolyte Lebas..
563,Mais tu n'as pas répondu à ma question
564,"Ça me paraît pourtant clair, il veut savoir ce que je pense vraiment du prénom de ses enfants"
565,"Pierre n'est pas du tout ""chien"""
566,"Non pas un des douze, non!"
567,Au même endroit depuis 10 ans
568,Parce que j'ai cru qu'il faisait ça par amitié
569,"Mais j'en fais un peu, au collège, avec les Troisièmes"
570,Mais putain qui a touché à mon bordel?!
571,Je vois que vous m’avez attendu!
572,Plus j'y réfléchis plus je crois que je vais appeler mon fils Adolf
573,"Ça libère l’esprit et après, toc, ça revient"
574,Qu'est-ce que tu as fait d'Anna?
575,Elle voulait savoir pour le raisin..
576,Tu ne peux pas en faire abstraction
577,Le vin colonial! Le vin de l'OAS!
578,Elles sont sûrement dans ton bureau?
579,"Non, tu n'aimerais pas le savoir!"
580,"et Ben Laden! Et qui dit Ben dit Benjamin, hein.."
581,Qu'est ce que tu veux savoir? Vas-y
582,C’est toi qui les aurais mises là?
583,"Dis-nous ce qui t'intéresse puisque, visiblement, la question du fascisme t'ennuie"
584,Elle a oublié! D’accord? Allez au lit maintenant!
585,Voilà c'est ça que je trouve ridicule
586,Accepte de l'être à ton tour..
587,Tu es également beaucoup plus intelligent que tu n'en as l'air
588,Pourquoi tu ne veux pas nous faire confiance? Arrête un peu avec ça
589,Mais on s’en fout de ma chemise bleue! On s’en fout! On cherche!
590,Qu’est-ce que je ne peux pas comprendre?! Papa t'aimait tellement
591,et seraient donc privés de la soirée familiale qui va se dérouler précisément..
592,"Je me moque, comme ça, mais au fond, ça doit être pratique un 4x4 dans le cinquième arrondissement"
593,Claude tu veux pas nous jouer un truc avec ton “Tut-tut”? Je crois que j’ai plombé l'ambiance..
594,"Tu te rends compte que tu parles de ma mère, là? Maman"
595,Au moins il nous trouve “amusant”
596,Je ne sais même plus quoi te dire tant c'est n'importe quoi
597,C'est ta femme qui nous a invités
598,"Je te préviens si c’est Maria, je la vire!"
599,"Elle ne s'en plaint pas, elle aime le terrain, ce sentiment d'être dans la vraie vie.."
600,"C'est la force de vous autres, gauchistes"
601,"Je ne pourrais pas dire, A.."
602,Est-ce que vous vous êtes demandés une fois si votre discussion nous intéressait?
603,"Je pensais que tu me faisais confiance, tu m’as rien dit"
604,"De toute façon, tu n'auras pas le droit"
605,"1495 la Regina?! Mais vous mettez quoi dessus, des truffes?"
606,"Pierre Garaud, lui, est professeur de littérature française à l'Université Paris IV"
607,"Ça va, c'était quand même pas la Roumanie, non plus"
608,"Ça, ça ne m’a pas échappé"
609,Elle rentre plus vite que quand il s'agit de ses petits enfants
610,Non mais Vincent mais ça va pas!
611,C’est MOI qui ait tué Moka!..
612,"Alors Françoise a pris ma main, et elle m'a dit :"
613,Le nouvel administrateur de Radio France
614,"Mais attends, Anna, tu la connais?!"
615,"Elisabeth Garaud-Larchet, elle, est professeur de français au collège Paul Valéry à Vincennes.."
616,"Là, tu viens de la faire!"
617,"C'est ça, ça va être de ma faute"
618,Il y a une urgence particulière à les retrouver?
619,"En Espagne et au Portugal, on.."
620,"Il aurait pu ajouter «Et très peu mènent impasse Bertholon, mais il ne l’a pas fait non plus"
621,"J'ai pris un kir avec quelqu'un, devinez qui?"
622,À merveille! Il fait tellement beau! Il y a une lumière..
623,"La question du fascisme ne m'ennuie pas du tout, mais vous n'avez pas parlé de fascisme"
624,"Comment ça, tu «es» avec maman?"
625,"Personne ne pensera à Benjamin Constant, mais à Mein Kampf"
626,Tu sais qu'il s'installe à Marseille?
627,"Oui, ne t'y mets pas toi non plus, s'il te plaît"
628,C'est quand même beaucoup moins loin
629,A côté du Bouddha… Tu l'as mal rangé
630,Mais c'est ce que tu as dit
631,"Tu ne fais pas ""ça"", mais tu fais bien une grimace"
632,"Claude, s'il te plaît, arrête avec ça"
633,Qu'est ce que ça veut dire comme phrase?
634,Je lui ai promis de l'appeler pour la Castide
635,"Je suis désolé que tu le prennes si mal, mais je n'avais pas d'autorisation à te demander"
636,"Tu réfléchis depuis des hauteurs qui me sont inaccessibles, mon Pierre"
637,"Tu m’emmerdes! Je fais comment, montre-moi!"
638,Je ne savais pas ce qu'on mangeait
639,Mais de quoi tu parles?! Il couche avec maman!
640,"Tu ne veux pas voir qu'elle vieillit, mais elle vieillit"
641,C'est facile pour toi de dire ça
642,"Tu as fait un petit balayage, non? Ça te va très bien"
643,je te demanderai de prévenir les Rozenthal
644,"Sinon quoi? Tu veux jouer à ça? Fais attention, Vincent"
645,Vous jouez un rôle comme quand vous étiez petits
646,"Mais AuréliO GarAUD, on trouvait que ça faisait trop de ""O"""
647,"Parce que j’ai rayé une petite voiture rouge en bas, et j’ai laissé ton numéro.."
648,Mais aussi des nappes et des couvertures
649,Est-ce que tu portes le tablier que je t’ai offert?
650,Mais il est toujours aussi poilu!
651,"Ce n'est pas un prénom, c'est une apologie de crime contre l'humanité"
652,Ton frère appelle son fils comme le Führer et c'est moi qui suis agressif?!
653,Et bien continue comme ça et c'est ton fils que tu ne verras pas
654,"une femme ravissante et piquante qui l'a fait chavirer, et qui, bientôt, va lui donner un enfant"
655,"C'est vrai, on n'est pas obligé"
656,Tu ne veux pas savoir comment il va appeler son fils?
657,C'est pas un nom de famille!
658,"Excuse-moi, ils ont trente deux ans d'écart!"
659,"Elle est comment, raconte! Grande, petite? Brune, blonde? Gros seins?"
660,Il n' y a plus qu'Adolf
661,"Ça suffit maintenant! ) Vincent, ça va mal finir..."
662,Elle a tellement peur de déranger que ça en devient dérangeant
663,C'est sûr qu'Henri Larchet ça sent bon le 4x4 et le Figaro Magazine
664,Notre Dame de Lorette ou Saint-Georges
665,Mais personne ne voulait vous faire du mal
666,Non mais je rêve! Tu l'as entendue?
667,Mais arrêtez avec ça ! Pierre n'est pas du tout un gros radin !
668,Ils sont trop chouettes avec les petits
669,"Tu as lu Benjamin Constant? Et bien lis Kant, maintenant"
670,"Non non non! Devinez, ça la fera venir"
671,"Non, c'est pas ça qui est horrible"
672,"C’est gentil, parce que Pierre déteste"
673,"Tromboniste! Comment on peut jouer du trombone? C'est quand même un instrument de fanfare, non?"
674,"Bon Pierre, arrête maintenant stop! T’es énervé parce que je t'ai fait marcher"
675,"Dix ans de mariage n’y auront rien changé, ces deux-là s’aiment comme jamais"
676,"La bonne c’est qu’Anna va très bien, la mauvaise.."
677,Eh ben tu lui diras toute à l'heure
678,"Je ne sais pas ""mon amour"", moi j'ai vu des Coréens"
679,"Ça, on ne risque pas de se tromper"
680,STOP! C'ÉTAIT UNE BLAGUE! UNE BLAGUE! On se calme! Tout ça est un malentendu..
681,"Claude, quel est l'homme que tu détestes le plus?"
682,"et Apollin m’a dit : maman, pourquoi Papa il a du poil sur les seins?"
683,J'ai essayé! Mais tu n'as rien écouté
684,Les Rozenthal viennent la première semaine de septembre
685,"Eh ben voilà, c'est la faute au trombone!"
686,"Regarde, il lève le bras, il fait déjà le salut nazi!"
687,Et si j'ai le malheur de poser une question je me fais envoyer sur les roses!
688,Il prend la défense de sa maman chérie..
689,Michel Ostria et sa femme sont partis à Bougival: on ne les voit plus
690,Mais c'est moi qui lui ai proposé!
691,Est-ce que tu as une idée du prix auquel il vend sa Regina?
692,Alors je suis désolé mais au revoir Polo..
693,"Je sais c'était des Khmers mais ça compte aussi, non? Ça s'écrit pas pareil mais c'est pareil, paraît-il.."
694,Ce n'est pas un 4x4 à proprement parler
695,Mais de quoi je me mêle? Et tu es qui pour me parler sur ce ton!
696,J'oubliais que tu avais le sens des mots et de leur portée
697,"Un acte privé qui devient, qu'on le veuille ou non, un acte public"
698,"C’est sûrement vrai, je l’ai lu sur Wikipédia"
699,"Qu'est-ce qu'on gagne si on trouve, à part ta reconnaissance éternelle?"
700,"Ce n'est pas le problème, je te jure"
701,"Polo, Paul, on va pas pinailler"
702,"On ne te laissera pas appeler ton fils comme ça, tu n'auras pas le droit"
703,"Excuse-moi, je suis désolée d’arriver si tard.."
704,"J'avais peur de trop me projeter, de rater une étape"
705,Oui et grâce à François Chocard!
706,Mais je ne vais jamais manger tout ça
707,C'est Platon l'allégorie de la caverne
708,"Je suis débile si je veux, je me torture si je veux"
709,"Non la vraie question c'est ""qui utilise encore l'expression slip de bain""?"
710,J’espère que vous avez encore une petite faim!
711,"Il y avait des gouttes sur le visage de Françoise, ça ruisselait comme des larmes.."
712,Ah bon et je fais quoi comme moue alors?
713,Mais enfin qu'est-ce que ça peut faire?
714,"Toujours à te plaindre, à te filer un coup de main.."
715,Ah non de Boulaouane! Le Sidi-Brahim c'est algérien
716,"Si tu veux penser à autre chose, tu n’as qu’à mettre le couvert!"
717,"Il a l'oreille musicale, il peut pas tout avoir"
718,Je suis désolé mais Adolphe n'est pas responsable de ce qu'a fait Adolf
719,C'est ce que tu m'as dit en tout cas
720,«Je l'ai sur le bout de la langue!!! Je l'ai sur le bout de la langue!!!»
721,Mon Adolphe non plus! Il faut que je te le dise en quelle langue?
722,Ah parce que vous en avez parlé en plus?!
723,Tu te débrouilles comme tu veux mais tu ne me mêles pas à ton..
724,Alors dis-moi pourquoi tu l'as dit à Anna
725,Si tu t'y mets aussi CLAUDE..
726,Pas moi! Je suis désolé Anna
727,"Alain de Lille, lui, a dit un jour «Tous les chemins mènent à Rome»"
728,"Quand tu fais ton Seffa, tu mets les raisins avant ou.."
729,Il vous faudra d’abord prendre la rue La Bruyère ou la rue Lamartine
730,"Peu importe aussi, c’est vrai quand même.."
731,Ah! La mémoire te revient tout d'un coup?
732,Je suis sûre que tu trouveras ça vraiment chouette
733,Il sait très bien ce qu'il dit
734,"Tu sais Vincent, c'est ton fils après tout, tu fais ce que tu veux.."
735,"Je crois qu'on a compris ton raisonnement, Vincent"
736,"Peut-être, mais au fond vous êtes pareils tous les deux"
737,"Babou, à toi l'honneur, ton chat est né avant"
738,Je dirai à Hitler: «tu nous a pris l'Alsace et la Lorraine mais tu ne nous prendras pas nos prénoms!»..
739,C'est toi qui a tué Moka?!
740,C'est tout au bonheur de tenir dans nos bras ce petit être tout neuf que nous avons eu une révélation..
741,Elle a peut-être envie de s'organiser..
742,Pour m'excuser? Tu veux que je demande pardon à ma mère? Toi?
743,Ah non non non pas d’histoire
744,"""Elle"" elle est là! Donc si tu as un truc à lui dire, tu lui dis en face!"
745,C’est pas drôle comme blague! Ecoute!
746,Je veux bien tout en même temps
747,Même Adolf a respecté la neutralité Helvétique
748,"Ce n'est pas lui qui est ridicule, c'est son père"
749,Mais vous êtes ensemble? En vrai?
750,": Le premier c'est ""Marignan, oui c’est ça"
751,"Jusqu’à la fin mars, et ça reprend en juin pour la collection d’hiver"
752,J’avais oublié que tu étais si drôle!
753,Tu ne veux pas que je donne un coup de fer vite fait à ta chemise bleue?
754,"Ça ne vous a pas plu, alors?"
755,"Il se serait appelé Michel ou Pépito, il aurait été tout aussi méchant"
756,"Est-ce que j'ai le droit à Adolpho, moi? Non"
757,"Mais arrête avec maman! ""Maman, maman, maman"""
758,Et moi qui me sentais coupable..
759,"Décidément, mon mari est irrésistible ce soir.."
760,Ah non? Et on a parlé de quoi?
761,Bibiche nous avait dit que Moka avait peur de l'eau
762,"Une petite pitchounette, c’est trop chouette!"
763,"Alors maintenant on se calme, on se rassoit, on se gave de Falafels et de tchoutchouka et on s'embrasse"
764,Oui c'est tout à fait ça!
765,T’as plus qu’à te mettre un torchon sur le bras et tu pourras faire le service
766,Je n'en reviens pas que tu ne connaisses pas Austerlitz
767,Ah parce qu'il ne faut rien te dire en plus?!
